ImageID,Labels,Caption
16295.jpg,1,"['tennis', 'player', 'jumping', 'air', 'tennis', 'racquet', 'hand']"
16296.jpg,1,"['man', 'riding', 'skis', 'snow', 'covered', 'slope']"
16297.jpg,8 1 4,"['elephant', 'chained', 'truck', 'man', 'motorcycle', 'blue', 'helmet', 'watching']"
16298.jpg,1 3,"['group', 'five', 'young', 'men', 'play', 'frisbee']"
16299.jpg,1,"['man', 'creepy', 'smirk', 'holding', 'red', 'shiny', 'apple']"
16300.jpg,6,"['close', 'toy', 'truck', 'table']"
16301.jpg,1 3 4 7 8 10,"['group', 'people', 'riding', 'motor', 'scooters', 'stopped', 'stop', 'light']"
16302.jpg,1,"['man', 'using', 'snow', 'board', 'snow']"
16303.jpg,16 1 4,"['bird', 'sits', 'branch', 'covered', 'rope', 'street']"
16304.jpg,18,"['black', 'dog', 'holding', 'blue', 'frisbee', 'mouth']"
16305.jpg,1 2,"['group', 'boys', 'playing', 'baseball', 'baseball', 'field']"
16306.jpg,18,"['close', 'dog', 'laying', 'back']"
16307.jpg,10 7,"['glass', 'dome', 'background', 'major', 'city', 'night']"
16308.jpg,17,"['cat', 'laying', 'top', 'brown', 'couch']"
16309.jpg,17,"['cat', 'standing', 'tub', 'licking', 'leaky', 'faucet']"
16310.jpg,17,"['picture', 'cat', 'looking', 'window']"
16311.jpg,8 1,"['dump', 'truck', 'pulling', 'gas', 'station', 'near', 'gas', 'pumps']"
16312.jpg,1,"['guy', 'skateboard', 'spin', 'air']"
16313.jpg,9 1,"['shirtless', 'man', 'riding', 'wave', 'white', 'surfboard']"
16314.jpg,1,"['group', 'children', 'skis', 'ski', 'slope']"
16315.jpg,1,"['man', 'standing', 'behind', 'boxes', 'bananas', 'banner']"
16316.jpg,1,"['woman', 'leaning', 'let', 'cow', 'kiss']"
16317.jpg,1,"['man', 'talking', 'old', 'fashioned', 'phone', 'standing', 'street']"
16318.jpg,1,"['picture', 'two', 'people', 'eating', 'something']"
16319.jpg,17,"['cat', 'sleeping', 'inside', 'white', 'glass', 'bowl']"
16320.jpg,1,"['snowboarder', 'midair', 'jump', 'side', 'mountain']"
16321.jpg,1,"['leg', 'stepping', 'tail', 'skateboard']"
16322.jpg,1,"['family', 'sitting', 'around', 'playing', 'wii', 'together']"
16323.jpg,18,"['dog', 'sitting', 'next', 'chair']"
16324.jpg,1 6,"['anchor', 'symbol', 'overshadowed', 'blue', 'tour', 'bus']"
16325.jpg,1,"['woman', 'getting', 'hair', 'cut', 'pair', 'blue', 'scissors']"
16326.jpg,1 6,"['double', 'decker', 'bus', 'advertising']"
16327.jpg,1,"['skateboarder', 'hitting', 'trick', 'pavement']"
16328.jpg,1,"['group', 'people', 'riding', 'skis', 'top', 'snow', 'covered', 'slope']"
16329.jpg,8 1 3,"['cars', 'kites', 'flying']"
16330.jpg,1 7,"['bullet', 'train', 'stopped', 'track', 'railway', 'station']"
16331.jpg,1 4,"['woman', 'sits', 'motorbike', 'child']"
16332.jpg,9,"['large', 'body', 'water', 'sitting', 'next', 'trees', 'forest']"
16333.jpg,1 7,"['picture', 'long', 'train', 'traveling', 'away']"
16334.jpg,1,"['woman', 'sitting', 'bed', 'putting', 'tights']"
16335.jpg,8,"['picture', 'snow', 'car']"
16336.jpg,1,"['herd', 'sheep', 'inspected', 'men', 'white', 'coats']"
16337.jpg,1 19,"['group', 'men', 'horses', 'watering', 'hole']"
16338.jpg,1,"['man', 'covers', 'ears', 'girl', 'lap', 'another', 'girl', 'blow', 'dries', 'first', 'girl', 'hair']"
16339.jpg,1,"['person', 'carrying', 'small', 'handbag', 'loop', 'jeans']"
16340.jpg,1,"['boy', 'sitting', 'bed', 'red', 'laptop']"
16341.jpg,17,"['cat', 'laying', 'behind', 'computer', 'keyboard']"
16342.jpg,1,"['man', 'holding', 'tennis', 'racquet', 'top', 'tennis', 'court']"
16343.jpg,1,"['two', 'women', 'sitting', 'table', 'food', 'drinks', 'front']"
16344.jpg,1,"['young', 'person', 'stretching', 'using', 'wii', 'controller', 'looking', 'tv', 'living', 'room']"
16345.jpg,1,"['piece', 'cake', 'fork', 'plate']"
16346.jpg,1 3,"['woman', 'smiling', 'cell', 'phone']"
16347.jpg,3,"['suitcase', 'laying', 'ground', 'car', 'drives']"
16348.jpg,1,"['woman', 'brushing', 'hair', 'hair', 'brush']"
16349.jpg,1,"['girl', 'polka', 'dot', 'dress', 'using', 'phone']"
16350.jpg,9,"['number', 'small', 'boats', 'large', 'body', 'water']"
16351.jpg,8 10 3 6,"['red', 'black', 'travel', 'bus', 'riding', 'street']"
16352.jpg,1,"['tennis', 'player', 'tennis', 'match', 'aiming', 'ball']"
16353.jpg,8 1 2 3,"['man', 'standing', 'next', 'german', 'shepard', 'dog']"
16354.jpg,1,"['old', 'pic', 'people', 'sitting', 'couch']"
16355.jpg,1 3 4 6 8,"['yellow', 'bus', 'driving', 'street', 'past', 'cars']"
16356.jpg,1,"['large', 'yellow', 'white', 'striped', 'towels', 'useful', 'beachgoers']"
16357.jpg,8,"['red', 'dump', 'truck', 'asphalt', 'street']"
16358.jpg,8 1 18,"['police', 'officer', 'dog', 'gather', 'around', 'truck']"
16359.jpg,1 3 15,"['statue', 'holding', 'umbrella', 'pointing', 'finger']"
16360.jpg,1,"['close', 'person', 'using', 'laptop']"
16361.jpg,1,"['man', 'sitting', 'sideways', 'chair', 'skateboard', 'lies', 'nearby', 'wall']"
16362.jpg,1,"['bunk', 'beds', 'later', 'going', 'top', 'bunk']"
16363.jpg,1 3 6,"['group', 'buses', 'cars', 'busy', 'street']"
16364.jpg,1,"['boys', 'playing', 'baseball', 'outdoor', 'field']"
16365.jpg,1,"['man', 'sliding', 'tree', 'trunk', 'snowboard']"
16366.jpg,1 10 3,"['group', 'people', 'crossing', 'street', 'cars']"
16367.jpg,1,"['person', 'cooking', 'two', 'pizzas', 'top', 'bbq']"
16368.jpg,16 1,"['living', 'room', 'shown', 'couches', 'cabinet']"
16369.jpg,1 18 2 15,"['two', 'kids', 'dog', 'bike', 'front', 'house']"
16370.jpg,1 7,"['train', 'traveling', 'tunnel', 'model', 'track']"
16371.jpg,1 2 15,"['young', 'skateboarder', 'red', 'jacket', 'action']"
16372.jpg,1 3 15,"['people', 'sitting', 'outdoor', 'bench', 'cars', 'drive', 'past']"
16373.jpg,1,"['couple', 'men', 'standing', 'either', 'side', 'man', 'wheel', 'chair']"
16374.jpg,8 1,"['two', 'women', 'looking', 'television']"
16375.jpg,11,"['fire', 'hydrant', 'field', 'near', 'house']"
16376.jpg,1 11,"['woman', 'posing', 'picture', 'next', 'fire', 'hydrant', 'wearing', 'funny', 'hat']"
16377.jpg,1,"['skier', 'trick', 'air']"
16378.jpg,15,"['snow', 'benches', 'park', 'day']"
16379.jpg,1 3 6 10 19,"['men', 'ceremonial', 'military', 'dress', 'riding', 'horses', 'across', 'street']"
16380.jpg,1,"['young', 'boy', 'eating', 'donut', 'watching', 'tv']"
16381.jpg,1,"['man', 'riding', 'skateboard', 'side', 'ramp']"
16382.jpg,17,"['office', 'desk', 'cat', 'sleeping']"
16383.jpg,1,"['view', 'ski', 'resort', 'looking', 'mountain']"
16384.jpg,1,"['man', 'riding', 'skateboard', 'orange', 'cones']"
16385.jpg,1 4,"['biker', 'bar', 'motorcycles', 'parked', 'front']"
16386.jpg,19,"['horse', 'blanket']"
16387.jpg,9,"['boat', 'sitting', 'middle', 'room', 'surrounded', 'paddles']"
16388.jpg,1,"['people', 'eating', 'desert', 'including', 'cake', 'pudding', 'table']"
16389.jpg,1,"['man', 'sitting', 'floor', 'video', 'game', 'remote']"
16390.jpg,1,"['many', 'diners', 'around', 'table', 'cave', 'setting']"
16391.jpg,1,"['two', 'different', 'kinds', 'pizza', 'chose']"
16392.jpg,1,"['couple', 'men', 'graduation', 'attire', 'use', 'cell', 'phones']"
16393.jpg,8 1 3 16,"['many', 'kites', 'flown', 'beach']"
16394.jpg,1,"['two', 'people', 'orange', 'jackets', 'smile', 'ski', 'road']"
16395.jpg,1,"['biathelete', 'skiing', 'forward', 'rifle', 'back']"
16396.jpg,8 1 6,"['bus', 'drives', 'alongside', 'truck', 'street']"
16397.jpg,9 1,"['man', 'water', 'rowing', 'red', 'boat']"
16398.jpg,8,"['side', 'view', 'large', 'delivery', 'truck', 'packed', 'items', 'sitting', 'lot']"
16399.jpg,3 7,"['couple', 'trains', 'sitting', 'tracks']"
16400.jpg,17,"['cat', 'wearing', 'tiny', 'orange', 'tie']"
16401.jpg,1 19,"['horse', 'pulls', 'trolley', 'front', 'palace']"
16402.jpg,9,"['large', 'boat', 'traveling', 'open', 'water']"
16403.jpg,11 13,"['stop', 'sign', 'street', 'corner', 'altered', 'say', 'stop', 'driving']"
16404.jpg,1 15,"['man', 'trick', 'skateboard']"
16405.jpg,1 15,"['bench', 'sitting', 'front', 'tall', 'brick', 'building', 'l']"
16406.jpg,9 1,"['large', 'boat', 'travels', 'water', 'near', 'mountains']"
16407.jpg,1,"['people', 'field', 'looking', 'something', 'sky']"
16408.jpg,1 6,"['group', 'people', 'standing', 'next', 'parked', 'bus']"
16409.jpg,1,"['woman', 'holding', 'tennis', 'racquet', 'hands']"
16410.jpg,1,"['young', 'boy', 'standing', 'home', 'plate', 'taking', 'turn']"
16411.jpg,1 6,"['family', 'sitting', 'inside', 'toy', 'double', 'decker', 'bus']"
16412.jpg,1,"['crowd', 'people', 'standing', 'around', 'market', 'filled', 'oranges']"
16413.jpg,1 7,"['train', 'traveling', 'tracks', 'train', 'station']"
16414.jpg,8 1,"['group', 'people', 'standing', 'top', 'lush', 'green', 'field', 'flying', 'kites']"
16415.jpg,7,"['train', 'cars', 'marked', 'graffiti', 'passing', 'rural', 'area']"
16416.jpg,1 3,"['woman', 'cup', 'coffee', 'donut', 'smiling']"
16417.jpg,17,"['cat', 'lies', 'keyboard', 'laptop']"
16418.jpg,1,"['man', 'laying', 'floor', 'hotel', 'room', 'next', 'open', 'suitcase']"
16419.jpg,8 3 4,"['loan', 'motorcycle', 'sitting', 'sand']"
16420.jpg,1,"['close', 'small', 'pizzas', 'table']"
16421.jpg,1,"['man', 'kneel', 'floor', 'filled', 'construction', 'materials']"
16422.jpg,1,"['woman', 'eating', 'hot', 'dog', 'sitting']"
16423.jpg,8 1 3 4,"['couple', 'motorcycles', 'parked', 'spot']"
16424.jpg,1 3,"['people', 'flying', 'kites', 'others', 'watch']"
16425.jpg,1,"['young', 'man', 'sets', 'electronics', 'living', 'room']"
16426.jpg,8 1 5 6,"['many', 'people', 'boarding', 'large', 'plane']"
16427.jpg,1 6,"['looking', 'school', 'bus', 'driving', 'street']"
16428.jpg,1,"['two', 'women', 'sowing', 'donuts', 'donut', 'shop']"
16429.jpg,1 5,"['small', 'airplane', 'flying', 'ocean', 'sun', 'sets']"
16430.jpg,9 1,"['white', 'sailboat', 'floating', 'across', 'ocean', 'waves']"
16431.jpg,1 2 15,"['man', 'siting', 'wooden', 'bench', 'park']"
16432.jpg,1 10 4,"['police', 'officer', 'riding', 'motorcycle', 'waves', 'people']"
16433.jpg,1,"['man', 'holding', 'two', 'video', 'game', 'remote', 'controllers']"
16434.jpg,1 2 3 6,"['long', 'blue', 'white', 'bus', 'parked', 'front', 'tall', 'building']"
16435.jpg,1,"['person', 'striped', 'comforter', 'bed', 'reading', 'book']"
16436.jpg,1,"['man', 'skiing', 'mountain']"
16437.jpg,16 9 5,"['large', 'jetliner', 'flying', 'field', 'near', 'large', 'body', 'water']"
16438.jpg,1,"['couple', 'men', 'carrying', 'surfboards', 'top', 'beach']"
16439.jpg,1,"['bananas', 'tomatoes', 'apples', 'pineapples', 'sitting', 'table']"
16440.jpg,1,"['many', 'surf', 'boarders', 'paddle', 'together', 'calm', 'surf']"
16441.jpg,16 1,"['card', 'bird', 'inside']"
16442.jpg,1,"['two', 'surfers', 'prepare', 'ride', 'wave', 'ocean']"
16443.jpg,1 7,"['train', 'sitting', 'idle', 'train', 'tracks', 'station']"
16444.jpg,1,"['hand', 'holding', 'camera', 'taking', 'picture', 'green', 'valley']"
16445.jpg,16,"['black', 'white', 'photo', 'crane', 'standing', 'water', 'across', 'city']"
16446.jpg,1,"['man', 'riding', 'skateboard', 'cement', 'wall']"
16447.jpg,1,"['two', 'woman', 'standing', 'table', 'bananas']"
16448.jpg,1,"['man', 'walking', 'snow', 'covered', 'road']"
16449.jpg,1,"['soccer', 'goalie', 'punts', 'ball', 'field']"
16450.jpg,13,"['red', 'stop', 'sign', 'pole', 'street', 'sign']"
16451.jpg,1,"['woman', 'sitting', 'computer', 'desk', 'screen', 'monitor']"
16452.jpg,1 17,"['old', 'man', 'laying', 'bed', 'using', 'laptop', 'computer']"
16453.jpg,1,"['man', 'riding', 'snowboard', 'snow', 'covered', 'slope']"
16454.jpg,1,"['zebra', 'fenced', 'area', 'next', 'man']"
16455.jpg,17 1,"['white', 'cat', 'laying', 'top', 'book', 'table']"
16456.jpg,1,"['little', 'boy', 'standing', 'baseball', 'bat']"
16457.jpg,17,"['small', 'kitten', 'front', 'small', 'white', 'bowl']"
16458.jpg,1,"['girl', 'taking', 'picture', 'mirror']"
16459.jpg,11,"['fire', 'hydrant', 'edge', 'road', 'surrounded', 'snow']"
16460.jpg,1 10 3,"['group', 'people', 'waiting', 'cross', 'street']"
16461.jpg,1 3 4,"['group', 'three', 'motorcycles', 'riders', 'riding', 'street']"
16462.jpg,16 5,"['plane', 'flying', 'sky', 'water', 'land']"
16463.jpg,1,"['man', 'grey', 'hooding', 'holding', 'frisbee']"
16464.jpg,1,"['man', 'surfing', 'red', 'surf', 'board']"
16465.jpg,1,"['young', 'boy', 'holding', 'pair', 'ski', 'poles', 'standing', 'pair', 'skis']"
16466.jpg,1 10,"['someone', 'stands', 'smiles', 'holding', 'skis', 'road']"
16467.jpg,9 2,"['bicycle', 'parked', 'small', 'fishing', 'boat', 'docked', 'marina']"
16468.jpg,1,"['baby', 'pulling', 'look', 'laptop']"
16469.jpg,1 3 15,"['man', 'puts', 'tooth', 'paste', 'tooth', 'brush']"
16470.jpg,1,"['girls', 'soccer', 'field', 'grass', 'ball', 'building']"
16471.jpg,17 3,"['black', 'cat', 'laying', 'round', 'rug', 'bathroom']"
16472.jpg,17,"['large', 'cat', 'sitting', 'top', 'refrigerator', 'kitchen']"
16473.jpg,9,"['body', 'water', 'filled', 'lots', 'boats']"
16474.jpg,8 1 3,"['tow', 'truck', 'pulling', 'car', 'highway']"
16475.jpg,1,"['group', 'men', 'standing', 'top', 'baseball', 'field']"
16476.jpg,1,"['group', 'young', 'men', 'standing', 'sitting', 'around', 'cake']"
16477.jpg,1,"['person', 'sitting', 'table', 'cake']"
16478.jpg,1,"['person', 'cutting', 'slice', 'pizza']"
16479.jpg,15,"['long', 'table', 'sits', 'ornately', 'decorated', 'room']"
16480.jpg,1 9,"['man', 'blue', 'beach', 'chair', 'underneath', 'umbrella', 'beach']"
16481.jpg,1 19,"['street', 'scene', 'several', 'police', 'officers', 'horses']"
16482.jpg,1 4,"['man', 'motor', 'bike', 'jumps', 'hill']"
16483.jpg,8 1 5,"['airplane', 'sitting', 'top', 'airport', 'tarmac']"
16484.jpg,1,"['man', 'dress', 'shirt', 'tie', 'wearing', 'glasses', 'frowning']"
16485.jpg,1 18 19,"['group', 'cops', 'dogs', 'horses', 'standing', 'next', 'tall', 'building']"
16486.jpg,17,"['cats', 'sleeping', 'bed', 'one', 'middle']"
16487.jpg,1,"['older', 'lady', 'sitting', 'young', 'girl', 'wide', 'chair']"
16488.jpg,8 6,"['bus', 'shown', 'top', 'layer']"
16489.jpg,3,"['road', 'bushes', 'building']"
16490.jpg,1,"['boy', 'playing', 'man', 'ping', 'pong']"
16491.jpg,1 15,"['pair', 'people', 'sit', 'next', 'bench']"
16492.jpg,1 7,"['three', 'similar', 'trains', 'parallel', 'railroad', 'tracks']"
16493.jpg,5,"['plane', 'runway', 'cloudy', 'skies']"
16494.jpg,1 3,"['teddy', 'bear', 'shop', 'full', 'sized', 'english', 'guard', 'teddy', 'bear', 'display']"
16495.jpg,11,"['black', 'fire', 'hydrant', 'chain', 'hanging']"
16496.jpg,1 15,"['persons', 'feet', 'one', 'person', 'water', 'umbrellas']"
16497.jpg,1 18 3 4,"['man', 'riding', 'motorcycle', 'kid', 'next']"
16498.jpg,8 1 2,"['boy', 'bicycle', 'standing', 'bags', 'back', 'truck']"
16499.jpg,1,"['woman', 'bouncing', 'tennis', 'ball', 'racket']"
16500.jpg,17,"['black', 'white', 'cat', 'standing', 'next', 'potted', 'plant']"
16501.jpg,1,"['person', 'sitting', 'computer', 'desk']"
16502.jpg,1,"['man', 'short', 'hair', 'black', 'button', 'coat', 'holds', 'cell', 'phone', 'looks']"
16503.jpg,1,"['white', 'pedestrian', 'crossing', 'sign', 'pole']"
16504.jpg,8 1 3 4,"['bike', 'race', 'little', 'kids', 'motorbikes']"
16505.jpg,1,"['person', 'sitting', 'chair', 'cake']"
16506.jpg,17 1 15,"['man', 'suit', 'cat', 'white', 'dress', 'bench']"
16507.jpg,1 3,"['two', 'men', 'posing', 'picture', 'together', 'crowded', 'parking', 'lot']"
16508.jpg,8 1 10,"['man', 'loading', 'christmas', 'tree', 'onto', 'trash', 'truck']"
16509.jpg,1,"['man', 'skateboard', 'launches', 'half', 'pipe', 'ramp']"
16510.jpg,16,"['lake', 'filled', 'white', 'swans', 'next', 'flowers']"
16511.jpg,16,"['two', 'birds', 'one', 'yellow', 'gray', 'black', 'white']"
16512.jpg,1,"['child', 'snowy', 'surface', 'wit', 'ha', 'kite']"
16513.jpg,1,"['man', 'cell', 'phone', 'stands', 'front', 'display', 'laptops']"
16514.jpg,1,"['person', 'jumping', 'skate', 'board', 'air']"
16515.jpg,16,"['several', 'different', 'animals', 'standing', 'vast', 'empty', 'landscape']"
16516.jpg,1,"['female', 'tennis', 'player', 'middle', 'play']"
16517.jpg,1,"['group', 'kids', 'playing', 'ruby', 'field']"
16518.jpg,1,"['little', 'girl', 'holding', 'purple', 'umbrella', 'next', 'building']"
16519.jpg,1 7,"['people', 'inside', 'train', 'surrounded', 'trees']"
16520.jpg,1 3,"['picture', 'people', 'celebration', 'event']"
16521.jpg,1,"['batter', 'catcher', 'umpire', 'baseball', 'game']"
16522.jpg,1,"['young', 'men', 'playing', 'frisbee', 'game', 'green', 'field']"
16523.jpg,1 2,"['bicycle', 'leaning', 'pole', 'outside', 'coffee', 'shop']"
16524.jpg,16,"['work', 'area', 'computer', 'lap', 'top']"
16525.jpg,1,"['man', 'grinding', 'board', 'atop', 'vert', 'ramp']"
16526.jpg,1 3 6,"['long', 'bus', 'going', 'street']"
16527.jpg,1,"['baby', 'high', 'chair', 'feast', 'front']"
16528.jpg,1,"['cook', 'standing', 'kitchen', 'next', 'tray', 'food']"
16529.jpg,5,"['airplane', 'ground', 'lot']"
16530.jpg,1,"['man', 'young', 'boy', 'eating', 'bakery']"
16531.jpg,15,"['photo', 'inside', 'main', 'walkway', 'church']"
16532.jpg,17,"['siamese', 'cat', 'sitting', 'window', 'sill', 'next', 'another', 'cat', 'pillow']"
16533.jpg,1,"['little', 'boy', 'holding', 'plastic', 'bat', 'field']"
16534.jpg,8 10 3,"['traffic', 'light', 'corner', 'sidewalk']"
16535.jpg,1,"['street', 'sign', 'hanging', 'post']"
16536.jpg,1,"['bunch', 'glass', 'vases', 'sit', 'counter', 'top']"
16537.jpg,1 17,"['large', 'cat', 'sitting', 'top', 'chair', 'living', 'room']"
16538.jpg,1,"['woman', 'hanging', 'blue', 'street', 'sign']"
16539.jpg,1,"['person', 'flipping', 'front', 'bathroom', 'mirror']"
16540.jpg,17 18,"['cute', 'dog', 'looking', 'door', 'cat', 'background']"
16541.jpg,5,"['jet', 'flying', 'cloudy', 'sky']"
16542.jpg,1 3,"['man', 'plaid', 'shirt', 'jeans', 'jumping', 'skateboard', 'gap']"
16543.jpg,1,"['man', 'racket', 'stands', 'court']"
16544.jpg,8 1,"['woman', 'walking', 'street', 'holding', 'umbrella']"
16545.jpg,1 2 18,"['couple', 'women', 'sitting', 'eating']"
16546.jpg,1 15,"['man', 'plays', 'instrument', 'bench']"
16547.jpg,1 3 6 8 15,"['series', 'little', 'weird', 'cars', 'fron', 'european', 'arch']"
16548.jpg,18,"['small', 'gray', 'brown', 'dog', 'sitting', 'inside', 'oven']"
16549.jpg,1,"['several', 'varieties', 'donuts', 'display', 'donut', 'shop']"
16550.jpg,1 18,"['two', 'dogs', 'stand', 'kitchen', 'beneath', 'owner']"
16551.jpg,7,"['old', 'time', 'locomotive', 'running', 'tracks', 'near', 'grassy', 'knolls']"
16552.jpg,16,"['two', 'giraffe', 'standing', 'next', 'field']"
16553.jpg,17,"['cat', 'christmas', 'hat', 'standing', 'carpet']"
16554.jpg,1,"['man', 'standing', 'front', 'frying', 'pan', 'stove']"
16555.jpg,14,"['yellow', 'parking', 'meter', 'shown', 'street']"
16556.jpg,1 15,"['young', 'man', 'swinging', 'bat', 'hitting', 'baseball', 'little', 'girl', 'watches']"
16557.jpg,1,"['stuffed', 'brown', 'teddy', 'bear', 'standing', 'net', 'giant', 'brown', 'building']"
16558.jpg,9 1,"['woman', 'posing', 'bikini', 'next', 'surfboard']"
16559.jpg,1 3,"['group', 'people', 'playing', 'game', 'frisbee']"
16560.jpg,1,"['man', 'looking', 'inside', 'oven']"
16561.jpg,4,"['side', 'view', 'vintage', 'style', 'harley', 'davidson', 'motorcycle']"
16562.jpg,1 9,"['man', 'full', 'air', 'catching', 'frisbee']"
16563.jpg,1,"['young', 'child', 'holds', 'umbrella', 'adult', 'pulls', 'sleigh']"
16564.jpg,1,"['two', 'men', 'standing', 'playing', 'game', 'wii', 'motes']"
16565.jpg,1,"['large', 'elephant', 'standing', 'top', 'white', 'drum']"
16566.jpg,7,"['rusty', 'abandoned', 'train', 'black', 'white']"
16567.jpg,1,"['man', 'holding', 'cell', 'phone', 'holding', 'cellphone']"
16568.jpg,4,"['motorcycle', 'parked', 'curb', 'street']"
16569.jpg,1,"['hipster', 'standing', 'room', 'next', 'clock']"
16570.jpg,1,"['person', 'cutting', 'roast', 'fork', 'knife']"
16571.jpg,4,"['motorcycle', 'turned', 'muddy', 'road']"
16572.jpg,1,"['man', 'sitting', 'next', 'woman', 'pile', 'snow']"
16573.jpg,1,"['man', 'standing', 'front', 'tv', 'screen', 'living', 'room']"
16574.jpg,3 11,"['silver', 'fire', 'hydrant', 'sitting', 'side', 'road']"
16575.jpg,1,"['lady', 'skiing', 'slope']"
16576.jpg,1,"['man', 'riding', 'skis', 'snow', 'covered', 'slope']"
16577.jpg,1,"['man', 'skate', 'board', 'rides', 'ramp']"
16578.jpg,5,"['four', 'airplanes', 'flying', 'formation', 'sky']"
16579.jpg,8 1,"['child', 'back', 'large', 'flatbed', 'truck']"
16580.jpg,8 1 3,"['man', 'holding', 'red', 'frisbee', 'standing', 'next', 'truck']"
16581.jpg,1,"['woman', 'tennis', 'court', 'holding', 'tennis', 'racquet']"
16582.jpg,16 1,"['person', 'feeding', 'wild', 'birds', 'hand']"
16583.jpg,17,"['white', 'orange', 'kitten', 'snuggles', 'blue', 'blanket']"
16584.jpg,1 4,"['man', 'dirt', 'bike', 'ground', 'track']"
16585.jpg,1,"['two', 'men', 'baseball', 'uniforms', 'running', 'across', 'field']"
16586.jpg,1,"['small', 'child', 'sitting', 'high', 'chair', 'eating', 'banana']"
16587.jpg,8 1,"['man', 'standing', 'moving', 'hand', 'holding', 'lot', 'stuff']"
16588.jpg,1,"['image', 'high', 'tower', 'clock', 'air']"
16589.jpg,9 1,"['two', 'boats', 'river', 'city', 'background']"
16590.jpg,1 3 4,"['group', 'bikers', 'driving', 'curvy', 'road']"
16591.jpg,8 1,"['couple', 'wedding', 'attire', 'embracing', 'next', 'food', 'truck']"
16592.jpg,1,"['man', 'riding', 'skateboard', 'ramp']"
16593.jpg,1,"['couple', 'players', 'toss', 'plungers', 'toilet', 'bowl']"
16594.jpg,9 1,"['man', 'laying', 'beach', 'blue', 'umbrella']"
16595.jpg,1,"['golden', 'clock', 'sitting', 'top', 'building']"
16596.jpg,1 15,"['number', 'kites', 'sky', 'kite', 'ground']"
16597.jpg,1,"['man', 'preparing', 'food', 'back', 'yard']"
16598.jpg,19,"['three', 'horses', 'foal', 'enclosed', 'field']"
16599.jpg,1,"['group', 'baseball', 'players', 'standing', 'top', 'field']"
16600.jpg,17,"['two', 'cats', 'sitting', 'staring', 'couch']"
16601.jpg,1 3,"['bunch', 'cows', 'walking', 'street']"
16602.jpg,1 3 6 8 11,"['photo', 'past', 'two', 'men', 'walk', 'road']"
16603.jpg,17,"['cat', 'sitting', 'window', 'sill', 'next', 'sports', 'bottle']"
16604.jpg,1,"['people', 'surfing', 'swimming', 'ocean']"
16605.jpg,8 5,"['two', 'airplanes', 'sitting', 'parked', 'runway']"
16606.jpg,1,"['group', 'cattle', 'grazing', 'field', 'near', 'road']"
16607.jpg,1 3,"['man', 'maroon', 'shirt', 'catching', 'frisbee']"
16608.jpg,9 1,"['person', 'sailing', 'small', 'boat', 'lake']"
16609.jpg,19,"['group', 'brown', 'horses', 'standing', 'next', 'dirt', 'field']"
16610.jpg,1 19,"['group', 'people', 'riding', 'horse', 'forest', 'dirt', 'path']"
16611.jpg,1,"['boy', 'bed', 'reading', 'book']"
16612.jpg,1,"['man', 'red', 'shirt', 'motions', 'toward', 'cell', 'phone']"
16613.jpg,17,"['man', 'sitting', 'bathroom', 'sink', 'mirror']"
16614.jpg,8 1 3 14,"['catering', 'van', 'parked', 'next', 'sidewalk']"
16615.jpg,7,"['red', 'grey', 'train', 'boxcar', 'crossing', 'trestle']"
16616.jpg,1 15,"['baseball', 'player', 'holding', 'bat', 'standing', 'field']"
16617.jpg,1,"['hey', 'hurry', 'put', 'strawberries', 'pastries']"
16618.jpg,1,"['person', 'putting', 'something', 'microwave']"
16619.jpg,1 2 6,"['man', 'bag', 'riding', 'bicycle', 'street']"
16620.jpg,5,"['airplane', 'taking', 'sky']"
16621.jpg,1,"['little', 'girl', 'sitting', 'front', 'table']"
16622.jpg,9 2 1,"['sailboat', 'moving', 'across', 'water', 'bicycle', 'sitting', 'edge', 'wall', 'water', 'edge']"
16623.jpg,1 18,"['man', 'riding', 'skateboard', 'next', 'dog', 'another', 'man', 'takes', 'picture']"
16624.jpg,1 7 15,"['two', 'train', 'engines', 'parked', 'next', 'large', 'warehouse']"
16625.jpg,17,"['paw', 'animal', 'close', 'keyboard', 'keys']"
16626.jpg,1,"['man', 'flying', 'air', 'riding', 'snowboard']"
16627.jpg,1,"['man', 'hanging', 'onto', 'little', 'boy', 'teaching', 'ski']"
16628.jpg,16 19,"['two', 'horses', 'standing', 'middle', 'field']"
16629.jpg,1,"['little', 'girl', 'tennis', 'racket', 'tries', 'hit', 'tennis', 'ball']"
16630.jpg,16,"['small', 'bird', 'field', 'green', 'grass']"
16631.jpg,1,"['three', 'surfers', 'carrying', 'surfboards', 'walk', 'beach']"
16632.jpg,4,"['red', 'motorcycle', 'parked', 'beside', 'large', 'stone', 'columns']"
16633.jpg,1 2,"['man', 'riding', 'bike', 'rain', 'holding', 'umbrella']"
16634.jpg,1 15,"['orchestra', 'leader', 'conducting', 'orchestra', 'stone', 'building']"
16635.jpg,1,"['white', 'building', 'people', 'flying', 'kite']"
16636.jpg,1,"['teenager', 'holding', 'pizza', 'restaurant']"
16637.jpg,1,"['man', 'cleaning', 'large', 'oven', 'kitchen']"
16638.jpg,1 3,"['two', 'girls', 'running', 'ball', 'field']"
16639.jpg,1,"['baby', 'sitting', 'inside', 'wooden', 'crib']"
16640.jpg,1,"['person', 'snowboarding', 'long', 'hill']"
16641.jpg,14,"['empty', 'streets', 'lights', 'coming', 'thecstreet']"
